VCD info: dumpfile sp.vcd opened for output.

### Test: stack pointer
-------------------------------------------------------------------------------------------------
      TIME     CLK     WE      OP      SP   EXPECTED
      2232    0x00    0x01    0x01    0x8a    0x8a
      2236    0x01    0x00    0x01    0x8b    0x8b
      2240    0x00    0x00    0x01    0x8b    0x8b
      2244    0x01    0x01    0x01    0x8b    0x8b
      2248    0x00    0x01    0x01    0x8b    0x8b
      2252    0x01    0x00    0x01    0x8c    0x8c
      2256    0x00    0x00    0x01    0x8c    0x8c
      2260    0x01    0x01    0x01    0x8c    0x8c
      2264    0x00    0x01    0x01    0x8c    0x8c
      2268    0x01    0x00    0x01    0x8d    0x8d
      2272    0x00    0x00    0x01    0x8d    0x8d
      2276    0x01    0x01    0x01    0x8d    0x8d
      2280    0x00    0x01    0x01    0x8d    0x8d
      2284    0x01    0x00    0x01    0x8e    0x8e
      2288    0x00    0x00    0x01    0x8e    0x8e
      2292    0x01    0x01    0x01    0x8e    0x8e
      2296    0x00    0x01    0x01    0x8e    0x8e
      2300    0x01    0x00    0x01    0x8f    0x8f
      2304    0x00    0x00    0x01    0x8f    0x8f
      2308    0x01    0x01    0x01    0x8f    0x8f
      2312    0x00    0x01    0x01    0x8f    0x8f
      2316    0x01    0x00    0x01    0x90    0x90
      2320    0x00    0x00    0x01    0x90    0x90
      2324    0x01    0x01    0x01    0x90    0x90
      2328    0x00    0x01    0x01    0x90    0x90
      2332    0x01    0x00    0x01    0x91    0x91
      2336    0x00    0x00    0x01    0x91    0x91
      2340    0x01    0x01    0x01    0x91    0x91
      2344    0x00    0x01    0x01    0x91    0x91
      2348    0x01    0x00    0x01    0x92    0x92
      2352    0x00    0x00    0x01    0x92    0x92
      2356    0x01    0x01    0x01    0x92    0x92
      2360    0x00    0x01    0x01    0x92    0x92
      2364    0x01    0x00    0x01    0x93    0x93
      2368    0x00    0x00    0x01    0x93    0x93
      2372    0x01    0x01    0x01    0x93    0x93
      2376    0x00    0x01    0x01    0x93    0x93
      2380    0x01    0x00    0x01    0x94    0x94
      2384    0x00    0x00    0x01    0x94    0x94
      2388    0x01    0x01    0x01    0x94    0x94
      2392    0x00    0x01    0x01    0x94    0x94
      2396    0x01    0x00    0x01    0x95    0x95
      2400    0x00    0x00    0x01    0x95    0x95
      2404    0x01    0x01    0x01    0x95    0x95
      2408    0x00    0x01    0x01    0x95    0x95
      2412    0x01    0x00    0x01    0x96    0x96
      2416    0x00    0x00    0x01    0x96    0x96
      2420    0x01    0x01    0x01    0x96    0x96
      2424    0x00    0x01    0x01    0x96    0x96
      2428    0x01    0x00    0x01    0x97    0x97
      2432    0x00    0x00    0x01    0x97    0x97
      2436    0x01    0x01    0x01    0x97    0x97
      2440    0x00    0x01    0x01    0x97    0x97
      2444    0x01    0x00    0x01    0x98    0x98
      2448    0x00    0x00    0x01    0x98    0x98
      2452    0x01    0x01    0x01    0x98    0x98
      2456    0x00    0x01    0x01    0x98    0x98
      2460    0x01    0x00    0x01    0x99    0x99
      2464    0x00    0x00    0x01    0x99    0x99
      2468    0x01    0x01    0x01    0x99    0x99
      2472    0x00    0x01    0x01    0x99    0x99
      2476    0x01    0x00    0x01    0x9a    0x9a
      2480    0x00    0x00    0x01    0x9a    0x9a
      2484    0x01    0x01    0x01    0x9a    0x9a
      2488    0x00    0x01    0x01    0x9a    0x9a
      2492    0x01    0x00    0x01    0x9b    0x9b
      2496    0x00    0x00    0x01    0x9b    0x9b
      2500    0x01    0x01    0x01    0x9b    0x9b
      2504    0x00    0x01    0x01    0x9b    0x9b
      2508    0x01    0x00    0x01    0x9c    0x9c
      2512    0x00    0x00    0x01    0x9c    0x9c
      2516    0x01    0x01    0x01    0x9c    0x9c
      2520    0x00    0x01    0x01    0x9c    0x9c
      2524    0x01    0x00    0x01    0x9d    0x9d
      2528    0x00    0x00    0x01    0x9d    0x9d
      2532    0x01    0x01    0x01    0x9d    0x9d
      2536    0x00    0x01    0x01    0x9d    0x9d
      2540    0x01    0x00    0x01    0x9e    0x9e
      2544    0x00    0x00    0x01    0x9e    0x9e
      2548    0x01    0x01    0x01    0x9e    0x9e
      2552    0x00    0x01    0x01    0x9e    0x9e
      2556    0x01    0x00    0x01    0x9f    0x9f
      2560    0x00    0x00    0x01    0x9f    0x9f
      2564    0x01    0x01    0x01    0x9f    0x9f
      2568    0x00    0x01    0x01    0x9f    0x9f
      2572    0x01    0x00    0x01    0xa0    0xa0
      2576    0x00    0x00    0x01    0xa0    0xa0
      2580    0x01    0x01    0x01    0xa0    0xa0
      2584    0x00    0x01    0x01    0xa0    0xa0
      2588    0x01    0x00    0x01    0xa1    0xa1
      2592    0x00    0x00    0x01    0xa1    0xa1
      2596    0x01    0x01    0x01    0xa1    0xa1
      2600    0x00    0x01    0x01    0xa1    0xa1
      2604    0x01    0x00    0x01    0xa2    0xa2
      2608    0x00    0x00    0x01    0xa2    0xa2
      2612    0x01    0x01    0x01    0xa2    0xa2
      2616    0x00    0x01    0x01    0xa2    0xa2
      2620    0x01    0x00    0x01    0xa3    0xa3
      2624    0x00    0x00    0x01    0xa3    0xa3
      2628    0x01    0x01    0x01    0xa3    0xa3
      2632    0x00    0x01    0x01    0xa3    0xa3
      2636    0x01    0x00    0x01    0xa4    0xa4
      2640    0x00    0x00    0x01    0xa4    0xa4
      2644    0x01    0x01    0x01    0xa4    0xa4
      2648    0x00    0x01    0x01    0xa4    0xa4
      2652    0x01    0x00    0x01    0xa5    0xa5
      2656    0x00    0x00    0x01    0xa5    0xa5
      2660    0x01    0x01    0x01    0xa5    0xa5
      2664    0x00    0x01    0x01    0xa5    0xa5
      2668    0x01    0x00    0x01    0xa6    0xa6
      2672    0x00    0x00    0x01    0xa6    0xa6
      2676    0x01    0x01    0x01    0xa6    0xa6
      2680    0x00    0x01    0x01    0xa6    0xa6
      2684    0x01    0x00    0x01    0xa7    0xa7
      2688    0x00    0x00    0x01    0xa7    0xa7
      2692    0x01    0x01    0x01    0xa7    0xa7
      2696    0x00    0x01    0x01    0xa7    0xa7
      2700    0x01    0x00    0x01    0xa8    0xa8
      2704    0x00    0x00    0x01    0xa8    0xa8
      2708    0x01    0x01    0x01    0xa8    0xa8
      2712    0x00    0x01    0x01    0xa8    0xa8
      2716    0x01    0x00    0x01    0xa9    0xa9
      2720    0x00    0x00    0x01    0xa9    0xa9
      2724    0x01    0x01    0x01    0xa9    0xa9
      2728    0x00    0x01    0x01    0xa9    0xa9
      2732    0x01    0x00    0x01    0xaa    0xaa
      2736    0x00    0x00    0x01    0xaa    0xaa
      2740    0x01    0x01    0x01    0xaa    0xaa
      2744    0x00    0x01    0x01    0xaa    0xaa
      2748    0x01    0x00    0x01    0xab    0xab
      2752    0x00    0x00    0x01    0xab    0xab
      2756    0x01    0x01    0x01    0xab    0xab
      2760    0x00    0x01    0x01    0xab    0xab
      2764    0x01    0x00    0x01    0xac    0xac
      2768    0x00    0x00    0x01    0xac    0xac
      2772    0x01    0x01    0x01    0xac    0xac
      2776    0x00    0x01    0x01    0xac    0xac
      2780    0x01    0x00    0x01    0xad    0xad
      2784    0x00    0x00    0x01    0xad    0xad
      2788    0x01    0x01    0x01    0xad    0xad
      2792    0x00    0x01    0x01    0xad    0xad
      2796    0x01    0x00    0x01    0xae    0xae
      2800    0x00    0x00    0x01    0xae    0xae
      2804    0x01    0x01    0x01    0xae    0xae
      2808    0x00    0x01    0x01    0xae    0xae
      2812    0x01    0x00    0x01    0xaf    0xaf
      2816    0x00    0x00    0x01    0xaf    0xaf
      2820    0x01    0x01    0x01    0xaf    0xaf
      2824    0x00    0x01    0x01    0xaf    0xaf
      2828    0x01    0x00    0x01    0xb0    0xb0
      2832    0x00    0x00    0x01    0xb0    0xb0
      2836    0x01    0x01    0x01    0xb0    0xb0
      2840    0x00    0x01    0x01    0xb0    0xb0
      2844    0x01    0x00    0x01    0xb1    0xb1
      2848    0x00    0x00    0x01    0xb1    0xb1
      2852    0x01    0x01    0x01    0xb1    0xb1
      2856    0x00    0x01    0x01    0xb1    0xb1
      2860    0x01    0x00    0x01    0xb2    0xb2
      2864    0x00    0x00    0x01    0xb2    0xb2
      2868    0x01    0x01    0x01    0xb2    0xb2
      2872    0x00    0x01    0x01    0xb2    0xb2
      2876    0x01    0x00    0x01    0xb3    0xb3
      2880    0x00    0x00    0x01    0xb3    0xb3
      2884    0x01    0x01    0x01    0xb3    0xb3
      2888    0x00    0x01    0x01    0xb3    0xb3
      2892    0x01    0x00    0x01    0xb4    0xb4
      2896    0x00    0x00    0x01    0xb4    0xb4
      2900    0x01    0x01    0x01    0xb4    0xb4
      2904    0x00    0x01    0x01    0xb4    0xb4
      2908    0x01    0x00    0x01    0xb5    0xb5
      2912    0x00    0x00    0x01    0xb5    0xb5
      2916    0x01    0x01    0x01    0xb5    0xb5
      2920    0x00    0x01    0x01    0xb5    0xb5
      2924    0x01    0x00    0x01    0xb6    0xb6
      2928    0x00    0x00    0x01    0xb6    0xb6
      2932    0x01    0x01    0x01    0xb6    0xb6
      2936    0x00    0x01    0x01    0xb6    0xb6
      2940    0x01    0x00    0x01    0xb7    0xb7
      2944    0x00    0x00    0x01    0xb7    0xb7
      2948    0x01    0x01    0x01    0xb7    0xb7
      2952    0x00    0x01    0x01    0xb7    0xb7
      2956    0x01    0x00    0x01    0xb8    0xb8
      2960    0x00    0x00    0x01    0xb8    0xb8
      2964    0x01    0x01    0x01    0xb8    0xb8
      2968    0x00    0x01    0x01    0xb8    0xb8
      2972    0x01    0x00    0x01    0xb9    0xb9
      2976    0x00    0x00    0x01    0xb9    0xb9
      2980    0x01    0x01    0x01    0xb9    0xb9
      2984    0x00    0x01    0x01    0xb9    0xb9
      2988    0x01    0x00    0x01    0xba    0xba
      2992    0x00    0x00    0x01    0xba    0xba
      2996    0x01    0x01    0x01    0xba    0xba
      3000    0x00    0x01    0x01    0xba    0xba
      3004    0x01    0x00    0x01    0xbb    0xbb
      3008    0x00    0x00    0x01    0xbb    0xbb
      3012    0x01    0x01    0x01    0xbb    0xbb
      3016    0x00    0x01    0x01    0xbb    0xbb
      3020    0x01    0x00    0x01    0xbc    0xbc
      3024    0x00    0x00    0x01    0xbc    0xbc
      3028    0x01    0x01    0x01    0xbc    0xbc
      3032    0x00    0x01    0x01    0xbc    0xbc
      3036    0x01    0x00    0x01    0xbd    0xbd
      3040    0x00    0x00    0x01    0xbd    0xbd
      3044    0x01    0x01    0x01    0xbd    0xbd
      3048    0x00    0x01    0x01    0xbd    0xbd
      3052    0x01    0x00    0x01    0xbe    0xbe
      3056    0x00    0x00    0x01    0xbe    0xbe
      3060    0x01    0x01    0x01    0xbe    0xbe
      3064    0x00    0x01    0x01    0xbe    0xbe
      3068    0x01    0x00    0x01    0xbf    0xbf
      3072    0x00    0x00    0x01    0xbf    0xbf
      3076    0x01    0x01    0x01    0xbf    0xbf
      3080    0x00    0x01    0x01    0xbf    0xbf
      3084    0x01    0x00    0x01    0xc0    0xc0
      3088    0x00    0x00    0x01    0xc0    0xc0
      3092    0x01    0x01    0x01    0xc0    0xc0
      3096    0x00    0x01    0x01    0xc0    0xc0
      3100    0x01    0x00    0x01    0xc1    0xc1
      3104    0x00    0x00    0x01    0xc1    0xc1
      3108    0x01    0x01    0x01    0xc1    0xc1
      3112    0x00    0x01    0x01    0xc1    0xc1
      3116    0x01    0x00    0x01    0xc2    0xc2
      3120    0x00    0x00    0x01    0xc2    0xc2
      3124    0x01    0x01    0x01    0xc2    0xc2
      3128    0x00    0x01    0x01    0xc2    0xc2
      3132    0x01    0x00    0x01    0xc3    0xc3
      3136    0x00    0x00    0x01    0xc3    0xc3
      3140    0x01    0x01    0x01    0xc3    0xc3
      3144    0x00    0x01    0x01    0xc3    0xc3
      3148    0x01    0x00    0x01    0xc4    0xc4
      3152    0x00    0x00    0x01    0xc4    0xc4
      3156    0x01    0x01    0x01    0xc4    0xc4
      3160    0x00    0x01    0x01    0xc4    0xc4
      3164    0x01    0x00    0x01    0xc5    0xc5
      3168    0x00    0x00    0x01    0xc5    0xc5
      3172    0x01    0x01    0x01    0xc5    0xc5
      3176    0x00    0x01    0x01    0xc5    0xc5
      3180    0x01    0x00    0x01    0xc6    0xc6
      3184    0x00    0x00    0x01    0xc6    0xc6
      3188    0x01    0x01    0x01    0xc6    0xc6
      3192    0x00    0x01    0x01    0xc6    0xc6
      3196    0x01    0x00    0x01    0xc7    0xc7
      3200    0x00    0x00    0x01    0xc7    0xc7
      3204    0x01    0x01    0x01    0xc7    0xc7
      3208    0x00    0x01    0x01    0xc7    0xc7
      3212    0x01    0x00    0x01    0xc8    0xc8
      3216    0x00    0x00    0x01    0xc8    0xc8
      3220    0x01    0x01    0x01    0xc8    0xc8
      3224    0x00    0x01    0x01    0xc8    0xc8
      3228    0x01    0x00    0x01    0xc9    0xc9
      3232    0x00    0x00    0x01    0xc9    0xc9
      3236    0x01    0x01    0x01    0xc9    0xc9
      3240    0x00    0x01    0x01    0xc9    0xc9
      3244    0x01    0x00    0x01    0xca    0xca
      3248    0x00    0x00    0x01    0xca    0xca
      3252    0x01    0x01    0x01    0xca    0xca
      3256    0x00    0x01    0x01    0xca    0xca
      3260    0x01    0x00    0x01    0xcb    0xcb
      3264    0x00    0x00    0x01    0xcb    0xcb
      3268    0x01    0x01    0x01    0xcb    0xcb
      3272    0x00    0x01    0x01    0xcb    0xcb
      3276    0x01    0x00    0x01    0xcc    0xcc
      3280    0x00    0x00    0x01    0xcc    0xcc
      3284    0x01    0x01    0x01    0xcc    0xcc
      3288    0x00    0x01    0x01    0xcc    0xcc
      3292    0x01    0x00    0x01    0xcd    0xcd
      3296    0x00    0x00    0x01    0xcd    0xcd
      3300    0x01    0x01    0x01    0xcd    0xcd
      3304    0x00    0x01    0x01    0xcd    0xcd
      3308    0x01    0x00    0x01    0xce    0xce
      3312    0x00    0x00    0x01    0xce    0xce
      3316    0x01    0x01    0x01    0xce    0xce
      3320    0x00    0x01    0x01    0xce    0xce
      3324    0x01    0x00    0x01    0xcf    0xcf
      3328    0x00    0x00    0x01    0xcf    0xcf
      3332    0x01    0x01    0x01    0xcf    0xcf
      3336    0x00    0x01    0x01    0xcf    0xcf
      3340    0x01    0x00    0x01    0xd0    0xd0
      3344    0x00    0x00    0x01    0xd0    0xd0
      3348    0x01    0x01    0x01    0xd0    0xd0
      3352    0x00    0x01    0x01    0xd0    0xd0
      3356    0x01    0x00    0x01    0xd1    0xd1
      3360    0x00    0x00    0x01    0xd1    0xd1
      3364    0x01    0x01    0x01    0xd1    0xd1
      3368    0x00    0x01    0x01    0xd1    0xd1
      3372    0x01    0x00    0x01    0xd2    0xd2
      3376    0x00    0x00    0x01    0xd2    0xd2
      3380    0x01    0x01    0x01    0xd2    0xd2
      3384    0x00    0x01    0x01    0xd2    0xd2
      3388    0x01    0x00    0x01    0xd3    0xd3
      3392    0x00    0x00    0x01    0xd3    0xd3
      3396    0x01    0x01    0x01    0xd3    0xd3
      3400    0x00    0x01    0x01    0xd3    0xd3
      3404    0x01    0x00    0x01    0xd4    0xd4
      3408    0x00    0x00    0x01    0xd4    0xd4
      3412    0x01    0x01    0x01    0xd4    0xd4
      3416    0x00    0x01    0x01    0xd4    0xd4
      3420    0x01    0x00    0x01    0xd5    0xd5
      3424    0x00    0x00    0x01    0xd5    0xd5
      3428    0x01    0x01    0x01    0xd5    0xd5
      3432    0x00    0x01    0x01    0xd5    0xd5
      3436    0x01    0x00    0x01    0xd6    0xd6
      3440    0x00    0x00    0x01    0xd6    0xd6
      3444    0x01    0x01    0x01    0xd6    0xd6
      3448    0x00    0x01    0x01    0xd6    0xd6
      3452    0x01    0x00    0x01    0xd7    0xd7
      3456    0x00    0x00    0x01    0xd7    0xd7
      3460    0x01    0x01    0x01    0xd7    0xd7
      3464    0x00    0x01    0x01    0xd7    0xd7
      3468    0x01    0x00    0x01    0xd8    0xd8
      3472    0x00    0x00    0x01    0xd8    0xd8
      3476    0x01    0x01    0x01    0xd8    0xd8
      3480    0x00    0x01    0x01    0xd8    0xd8
      3484    0x01    0x00    0x01    0xd9    0xd9
      3488    0x00    0x00    0x01    0xd9    0xd9
      3492    0x01    0x01    0x01    0xd9    0xd9
      3496    0x00    0x01    0x01    0xd9    0xd9
      3500    0x01    0x00    0x01    0xda    0xda
      3504    0x00    0x00    0x01    0xda    0xda
      3508    0x01    0x01    0x01    0xda    0xda
      3512    0x00    0x01    0x01    0xda    0xda
      3516    0x01    0x00    0x01    0xdb    0xdb
      3520    0x00    0x00    0x01    0xdb    0xdb
      3524    0x01    0x01    0x01    0xdb    0xdb
      3528    0x00    0x01    0x01    0xdb    0xdb
      3532    0x01    0x00    0x01    0xdc    0xdc
      3536    0x00    0x00    0x01    0xdc    0xdc
      3540    0x01    0x01    0x01    0xdc    0xdc
      3544    0x00    0x01    0x01    0xdc    0xdc
      3548    0x01    0x00    0x01    0xdd    0xdd
      3552    0x00    0x00    0x01    0xdd    0xdd
      3556    0x01    0x01    0x01    0xdd    0xdd
      3560    0x00    0x01    0x01    0xdd    0xdd
      3564    0x01    0x00    0x01    0xde    0xde
      3568    0x00    0x00    0x01    0xde    0xde
      3572    0x01    0x01    0x01    0xde    0xde
      3576    0x00    0x01    0x01    0xde    0xde
      3580    0x01    0x00    0x01    0xdf    0xdf
      3584    0x00    0x00    0x01    0xdf    0xdf
      3588    0x01    0x01    0x01    0xdf    0xdf
      3592    0x00    0x01    0x01    0xdf    0xdf
      3596    0x01    0x00    0x01    0xe0    0xe0
      3600    0x00    0x00    0x01    0xe0    0xe0
      3604    0x01    0x01    0x01    0xe0    0xe0
      3608    0x00    0x01    0x01    0xe0    0xe0
      3612    0x01    0x00    0x01    0xe1    0xe1
      3616    0x00    0x00    0x01    0xe1    0xe1
      3620    0x01    0x01    0x01    0xe1    0xe1
      3624    0x00    0x01    0x01    0xe1    0xe1
      3628    0x01    0x00    0x01    0xe2    0xe2
      3632    0x00    0x00    0x01    0xe2    0xe2
      3636    0x01    0x01    0x01    0xe2    0xe2
      3640    0x00    0x01    0x01    0xe2    0xe2
      3644    0x01    0x00    0x01    0xe3    0xe3
      3648    0x00    0x00    0x01    0xe3    0xe3
      3652    0x01    0x01    0x01    0xe3    0xe3
      3656    0x00    0x01    0x01    0xe3    0xe3
      3660    0x01    0x00    0x01    0xe4    0xe4
      3664    0x00    0x00    0x01    0xe4    0xe4
      3668    0x01    0x01    0x01    0xe4    0xe4
      3672    0x00    0x01    0x01    0xe4    0xe4
      3676    0x01    0x00    0x01    0xe5    0xe5
      3680    0x00    0x00    0x01    0xe5    0xe5
      3684    0x01    0x01    0x01    0xe5    0xe5
      3688    0x00    0x01    0x01    0xe5    0xe5
      3692    0x01    0x00    0x01    0xe6    0xe6
      3696    0x00    0x00    0x01    0xe6    0xe6
      3700    0x01    0x01    0x01    0xe6    0xe6
      3704    0x00    0x01    0x01    0xe6    0xe6
      3708    0x01    0x00    0x01    0xe7    0xe7
      3712    0x00    0x00    0x01    0xe7    0xe7
      3716    0x01    0x01    0x01    0xe7    0xe7
      3720    0x00    0x01    0x01    0xe7    0xe7
      3724    0x01    0x00    0x01    0xe8    0xe8
      3728    0x00    0x00    0x01    0xe8    0xe8
      3732    0x01    0x01    0x01    0xe8    0xe8
      3736    0x00    0x01    0x01    0xe8    0xe8
      3740    0x01    0x00    0x01    0xe9    0xe9
      3744    0x00    0x00    0x01    0xe9    0xe9
      3748    0x01    0x01    0x01    0xe9    0xe9
      3752    0x00    0x01    0x01    0xe9    0xe9
      3756    0x01    0x00    0x01    0xea    0xea
      3760    0x00    0x00    0x01    0xea    0xea
      3764    0x01    0x01    0x01    0xea    0xea
      3768    0x00    0x01    0x01    0xea    0xea
      3772    0x01    0x00    0x01    0xeb    0xeb
      3776    0x00    0x00    0x01    0xeb    0xeb
      3780    0x01    0x01    0x01    0xeb    0xeb
      3784    0x00    0x01    0x01    0xeb    0xeb
      3788    0x01    0x00    0x01    0xec    0xec
      3792    0x00    0x00    0x01    0xec    0xec
      3796    0x01    0x01    0x01    0xec    0xec
      3800    0x00    0x01    0x01    0xec    0xec
      3804    0x01    0x00    0x01    0xed    0xed
      3808    0x00    0x00    0x01    0xed    0xed
      3812    0x01    0x01    0x01    0xed    0xed
      3816    0x00    0x01    0x01    0xed    0xed
      3820    0x01    0x00    0x01    0xee    0xee
      3824    0x00    0x00    0x01    0xee    0xee
      3828    0x01    0x01    0x01    0xee    0xee
      3832    0x00    0x01    0x01    0xee    0xee
      3836    0x01    0x00    0x01    0xef    0xef
      3840    0x00    0x00    0x01    0xef    0xef
      3844    0x01    0x01    0x01    0xef    0xef
      3848    0x00    0x01    0x01    0xef    0xef
      3852    0x01    0x00    0x01    0xf0    0xf0
      3856    0x00    0x00    0x01    0xf0    0xf0
      3860    0x01    0x01    0x01    0xf0    0xf0
      3864    0x00    0x01    0x01    0xf0    0xf0
      3868    0x01    0x00    0x01    0xf1    0xf1
      3872    0x00    0x00    0x01    0xf1    0xf1
      3876    0x01    0x01    0x01    0xf1    0xf1
      3880    0x00    0x01    0x01    0xf1    0xf1
      3884    0x01    0x00    0x01    0xf2    0xf2
      3888    0x00    0x00    0x01    0xf2    0xf2
      3892    0x01    0x01    0x01    0xf2    0xf2
      3896    0x00    0x01    0x01    0xf2    0xf2
      3900    0x01    0x00    0x01    0xf3    0xf3
      3904    0x00    0x00    0x01    0xf3    0xf3
      3908    0x01    0x01    0x01    0xf3    0xf3
      3912    0x00    0x01    0x01    0xf3    0xf3
      3916    0x01    0x00    0x01    0xf4    0xf4
      3920    0x00    0x00    0x01    0xf4    0xf4
      3924    0x01    0x01    0x01    0xf4    0xf4
      3928    0x00    0x01    0x01    0xf4    0xf4
      3932    0x01    0x00    0x01    0xf5    0xf5
      3936    0x00    0x00    0x01    0xf5    0xf5
      3940    0x01    0x01    0x01    0xf5    0xf5
      3944    0x00    0x01    0x01    0xf5    0xf5
      3948    0x01    0x00    0x01    0xf6    0xf6
      3952    0x00    0x00    0x01    0xf6    0xf6
      3956    0x01    0x01    0x01    0xf6    0xf6
      3960    0x00    0x01    0x01    0xf6    0xf6
      3964    0x01    0x00    0x01    0xf7    0xf7
      3968    0x00    0x00    0x01    0xf7    0xf7
      3972    0x01    0x01    0x01    0xf7    0xf7
      3976    0x00    0x01    0x01    0xf7    0xf7
      3980    0x01    0x00    0x01    0xf8    0xf8
      3984    0x00    0x00    0x01    0xf8    0xf8
      3988    0x01    0x01    0x01    0xf8    0xf8
      3992    0x00    0x01    0x01    0xf8    0xf8
      3996    0x01    0x00    0x01    0xf9    0xf9
      4000    0x00    0x00    0x01    0xf9    0xf9
      4004    0x01    0x01    0x01    0xf9    0xf9
      4008    0x00    0x01    0x01    0xf9    0xf9
      4012    0x01    0x00    0x01    0xfa    0xfa
      4016    0x00    0x00    0x01    0xfa    0xfa
      4020    0x01    0x01    0x01    0xfa    0xfa
      4024    0x00    0x01    0x01    0xfa    0xfa
      4028    0x01    0x00    0x01    0xfb    0xfb
      4032    0x00    0x00    0x01    0xfb    0xfb
      4036    0x01    0x01    0x01    0xfb    0xfb
      4040    0x00    0x01    0x01    0xfb    0xfb
      4044    0x01    0x00    0x01    0xfc    0xfc
      4048    0x00    0x00    0x01    0xfc    0xfc
      4052    0x01    0x01    0x01    0xfc    0xfc
      4056    0x00    0x01    0x01    0xfc    0xfc
      4060    0x01    0x00    0x01    0xfd    0xfd
      4064    0x00    0x00    0x01    0xfd    0xfd
      4068    0x01    0x01    0x01    0xfd    0xfd
      4072    0x00    0x01    0x01    0xfd    0xfd
      4076    0x01    0x00    0x01    0xfe    0xfe
      4080    0x00    0x00    0x01    0xfe    0xfe
      4084    0x01    0x01    0x01    0xfe    0xfe
      4088    0x00    0x01    0x01    0xfe    0xfe
      4092    0x01    0x00    0x01    0xff    0xff
      4096    0x00    0x00    0x01    0xff    0xff
      4100    0x01    0x01    0x01    0xff    0xff
      4104    0x00    0x01    0x01    0xff    0xff

      TIME     CLK     WE      OP      SP   EXPECTED
      4108    0x01    0x00    0x00    0xff    0xff
      4112    0x00    0x00    0x00    0xff    0xff
      4116    0x01    0x01    0x00    0xff    0xff
      4120    0x00    0x01    0x00    0xff    0xff
      4124    0x01    0x00    0x00    0xfe    0xfe
      4128    0x00    0x00    0x00    0xfe    0xfe
      4132    0x01    0x01    0x00    0xfe    0xfe
      4136    0x00    0x01    0x00    0xfe    0xfe
      4140    0x01    0x00    0x00    0xfd    0xfd
      4144    0x00    0x00    0x00    0xfd    0xfd
      4148    0x01    0x01    0x00    0xfd    0xfd
      4152    0x00    0x01    0x00    0xfd    0xfd
      4156    0x01    0x00    0x00    0xfc    0xfc
      4160    0x00    0x00    0x00    0xfc    0xfc
      4164    0x01    0x01    0x00    0xfc    0xfc
      4168    0x00    0x01    0x00    0xfc    0xfc
      4172    0x01    0x00    0x00    0xfb    0xfb
      4176    0x00    0x00    0x00    0xfb    0xfb
      4180    0x01    0x01    0x00    0xfb    0xfb
      4184    0x00    0x01    0x00    0xfb    0xfb
      4188    0x01    0x00    0x00    0xfa    0xfa
      4192    0x00    0x00    0x00    0xfa    0xfa
      4196    0x01    0x01    0x00    0xfa    0xfa
      4200    0x00    0x01    0x00    0xfa    0xfa
      4204    0x01    0x00    0x00    0xf9    0xf9
      4208    0x00    0x00    0x00    0xf9    0xf9
      4212    0x01    0x01    0x00    0xf9    0xf9
      4216    0x00    0x01    0x00    0xf9    0xf9
      4220    0x01    0x00    0x00    0xf8    0xf8
      4224    0x00    0x00    0x00    0xf8    0xf8
      4228    0x01    0x01    0x00    0xf8    0xf8
      4232    0x00    0x01    0x00    0xf8    0xf8
      4236    0x01    0x00    0x00    0xf7    0xf7
      4240    0x00    0x00    0x00    0xf7    0xf7
      4244    0x01    0x01    0x00    0xf7    0xf7
      4248    0x00    0x01    0x00    0xf7    0xf7
      4252    0x01    0x00    0x00    0xf6    0xf6
      4256    0x00    0x00    0x00    0xf6    0xf6
      4260    0x01    0x01    0x00    0xf6    0xf6
      4264    0x00    0x01    0x00    0xf6    0xf6
      4268    0x01    0x00    0x00    0xf5    0xf5
      4272    0x00    0x00    0x00    0xf5    0xf5
      4276    0x01    0x01    0x00    0xf5    0xf5
      4280    0x00    0x01    0x00    0xf5    0xf5
      4284    0x01    0x00    0x00    0xf4    0xf4
      4288    0x00    0x00    0x00    0xf4    0xf4
      4292    0x01    0x01    0x00    0xf4    0xf4
      4296    0x00    0x01    0x00    0xf4    0xf4
      4300    0x01    0x00    0x00    0xf3    0xf3
      4304    0x00    0x00    0x00    0xf3    0xf3
      4308    0x01    0x01    0x00    0xf3    0xf3
      4312    0x00    0x01    0x00    0xf3    0xf3
      4316    0x01    0x00    0x00    0xf2    0xf2
      4320    0x00    0x00    0x00    0xf2    0xf2
      4324    0x01    0x01    0x00    0xf2    0xf2
      4328    0x00    0x01    0x00    0xf2    0xf2
      4332    0x01    0x00    0x00    0xf1    0xf1
      4336    0x00    0x00    0x00    0xf1    0xf1
      4340    0x01    0x01    0x00    0xf1    0xf1
      4344    0x00    0x01    0x00    0xf1    0xf1
      4348    0x01    0x00    0x00    0xf0    0xf0
      4352    0x00    0x00    0x00    0xf0    0xf0
      4356    0x01    0x01    0x00    0xf0    0xf0
      4360    0x00    0x01    0x00    0xf0    0xf0
      4364    0x01    0x00    0x00    0xef    0xef
      4368    0x00    0x00    0x00    0xef    0xef
      4372    0x01    0x01    0x00    0xef    0xef
      4376    0x00    0x01    0x00    0xef    0xef
      4380    0x01    0x00    0x00    0xee    0xee
      4384    0x00    0x00    0x00    0xee    0xee
      4388    0x01    0x01    0x00    0xee    0xee
      4392    0x00    0x01    0x00    0xee    0xee
      4396    0x01    0x00    0x00    0xed    0xed
      4400    0x00    0x00    0x00    0xed    0xed
