VCD info: dumpfile ula_add.vcd opened for output.

### Test: add
--------------------------------------------------------------------------------

      TIME   ULA_OP     A       B    RESULT EXPECTED
         0    0x04    0x00    0x00    0x00    0x00
         1    0x04    0x00    0x01    0x01    0x01
         2    0x04    0x00    0x02    0x02    0x02
         3    0x04    0x00    0x03    0x03    0x03
         4    0x04    0x00    0x04    0x04    0x04
         5    0x04    0x00    0x05    0x05    0x05
         6    0x04    0x00    0x06    0x06    0x06
         7    0x04    0x00    0x07    0x07    0x07
         8    0x04    0x00    0x08    0x08    0x08
         9    0x04    0x00    0x09    0x09    0x09
        10    0x04    0x00    0x0a    0x0a    0x0a
        11    0x04    0x00    0x0b    0x0b    0x0b
        12    0x04    0x00    0x0c    0x0c    0x0c
        13    0x04    0x00    0x0d    0x0d    0x0d
        14    0x04    0x00    0x0e    0x0e    0x0e
        15    0x04    0x00    0x0f    0x0f    0x0f
        16    0x04    0x00    0x10    0x10    0x10
        17    0x04    0x00    0x11    0x11    0x11
        18    0x04    0x00    0x12    0x12    0x12
        19    0x04    0x00    0x13    0x13    0x13
        20    0x04    0x00    0x14    0x14    0x14
        21    0x04    0x00    0x15    0x15    0x15
        22    0x04    0x00    0x16    0x16    0x16
        23    0x04    0x00    0x17    0x17    0x17
        24    0x04    0x00    0x18    0x18    0x18
        25    0x04    0x00    0x19    0x19    0x19
        26    0x04    0x00    0x1a    0x1a    0x1a
        27    0x04    0x00    0x1b    0x1b    0x1b
        28    0x04    0x00    0x1c    0x1c    0x1c
        29    0x04    0x00    0x1d    0x1d    0x1d
        30    0x04    0x00    0x1e    0x1e    0x1e
        31    0x04    0x00    0x1f    0x1f    0x1f
        32    0x04    0x00    0x20    0x20    0x20
        33    0x04    0x00    0x21    0x21    0x21
        34    0x04    0x00    0x22    0x22    0x22
        35    0x04    0x00    0x23    0x23    0x23
        36    0x04    0x00    0x24    0x24    0x24
        37    0x04    0x00    0x25    0x25    0x25
        38    0x04    0x00    0x26    0x26    0x26
        39    0x04    0x00    0x27    0x27    0x27
        40    0x04    0x00    0x28    0x28    0x28
        41    0x04    0x00    0x29    0x29    0x29
        42    0x04    0x00    0x2a    0x2a    0x2a
        43    0x04    0x00    0x2b    0x2b    0x2b
        44    0x04    0x00    0x2c    0x2c    0x2c
        45    0x04    0x00    0x2d    0x2d    0x2d
        46    0x04    0x00    0x2e    0x2e    0x2e
        47    0x04    0x00    0x2f    0x2f    0x2f
        48    0x04    0x00    0x30    0x30    0x30
        49    0x04    0x00    0x31    0x31    0x31
        50    0x04    0x00    0x32    0x32    0x32
        51    0x04    0x00    0x33    0x33    0x33
        52    0x04    0x00    0x34    0x34    0x34
        53    0x04    0x00    0x35    0x35    0x35
        54    0x04    0x00    0x36    0x36    0x36
        55    0x04    0x00    0x37    0x37    0x37
        56    0x04    0x00    0x38    0x38    0x38
        57    0x04    0x00    0x39    0x39    0x39
        58    0x04    0x00    0x3a    0x3a    0x3a
        59    0x04    0x00    0x3b    0x3b    0x3b
        60    0x04    0x00    0x3c    0x3c    0x3c
        61    0x04    0x00    0x3d    0x3d    0x3d
        62    0x04    0x00    0x3e    0x3e    0x3e
        63    0x04    0x00    0x3f    0x3f    0x3f
        64    0x04    0x00    0x40    0x40    0x40
        65    0x04    0x00    0x41    0x41    0x41
        66    0x04    0x00    0x42    0x42    0x42
        67    0x04    0x00    0x43    0x43    0x43
        68    0x04    0x00    0x44    0x44    0x44
        69    0x04    0x00    0x45    0x45    0x45
        70    0x04    0x00    0x46    0x46    0x46
        71    0x04    0x00    0x47    0x47    0x47
        72    0x04    0x00    0x48    0x48    0x48
        73    0x04    0x00    0x49    0x49    0x49
        74    0x04    0x00    0x4a    0x4a    0x4a
        75    0x04    0x00    0x4b    0x4b    0x4b
        76    0x04    0x00    0x4c    0x4c    0x4c
        77    0x04    0x00    0x4d    0x4d    0x4d
        78    0x04    0x00    0x4e    0x4e    0x4e
        79    0x04    0x00    0x4f    0x4f    0x4f
        80    0x04    0x00    0x50    0x50    0x50
        81    0x04    0x00    0x51    0x51    0x51
        82    0x04    0x00    0x52    0x52    0x52
        83    0x04    0x00    0x53    0x53    0x53
        84    0x04    0x00    0x54    0x54    0x54
        85    0x04    0x00    0x55    0x55    0x55
        86    0x04    0x00    0x56    0x56    0x56
        87    0x04    0x00    0x57    0x57    0x57
        88    0x04    0x00    0x58    0x58    0x58
        89    0x04    0x00    0x59    0x59    0x59
        90    0x04    0x00    0x5a    0x5a    0x5a
        91    0x04    0x00    0x5b    0x5b    0x5b
        92    0x04    0x00    0x5c    0x5c    0x5c
        93    0x04    0x00    0x5d    0x5d    0x5d
        94    0x04    0x00    0x5e    0x5e    0x5e
        95    0x04    0x00    0x5f    0x5f    0x5f
        96    0x04    0x00    0x60    0x60    0x60
        97    0x04    0x00    0x61    0x61    0x61
        98    0x04    0x00    0x62    0x62    0x62
        99    0x04    0x00    0x63    0x63    0x63
       100    0x04    0x00    0x64    0x64    0x64
       101    0x04    0x00    0x65    0x65    0x65
       102    0x04    0x00    0x66    0x66    0x66
       103    0x04    0x00    0x67    0x67    0x67
       104    0x04    0x00    0x68    0x68    0x68
       105    0x04    0x00    0x69    0x69    0x69
       106    0x04    0x00    0x6a    0x6a    0x6a
       107    0x04    0x00    0x6b    0x6b    0x6b
       108    0x04    0x00    0x6c    0x6c    0x6c
       109    0x04    0x00    0x6d    0x6d    0x6d
       110    0x04    0x00    0x6e    0x6e    0x6e
       111    0x04    0x00    0x6f    0x6f    0x6f
       112    0x04    0x00    0x70    0x70    0x70
       113    0x04    0x00    0x71    0x71    0x71
       114    0x04    0x00    0x72    0x72    0x72
       115    0x04    0x00    0x73    0x73    0x73
       116    0x04    0x00    0x74    0x74    0x74
       117    0x04    0x00    0x75    0x75    0x75
       118    0x04    0x00    0x76    0x76    0x76
       119    0x04    0x00    0x77    0x77    0x77
       120    0x04    0x00    0x78    0x78    0x78
       121    0x04    0x00    0x79    0x79    0x79
       122    0x04    0x00    0x7a    0x7a    0x7a
       123    0x04    0x00    0x7b    0x7b    0x7b
       124    0x04    0x00    0x7c    0x7c    0x7c
       125    0x04    0x00    0x7d    0x7d    0x7d
       126    0x04    0x00    0x7e    0x7e    0x7e
       127    0x04    0x00    0x7f    0x7f    0x7f
       128    0x04    0x00    0x80    0x80    0x80
       129    0x04    0x00    0x81    0x81    0x81
       130    0x04    0x00    0x82    0x82    0x82
       131    0x04    0x00    0x83    0x83    0x83
       132    0x04    0x00    0x84    0x84    0x84
       133    0x04    0x00    0x85    0x85    0x85
       134    0x04    0x00    0x86    0x86    0x86
       135    0x04    0x00    0x87    0x87    0x87
       136    0x04    0x00    0x88    0x88    0x88
       137    0x04    0x00    0x89    0x89    0x89
       138    0x04    0x00    0x8a    0x8a    0x8a
       139    0x04    0x00    0x8b    0x8b    0x8b
       140    0x04    0x00    0x8c    0x8c    0x8c
       141    0x04    0x00    0x8d    0x8d    0x8d
       142    0x04    0x00    0x8e    0x8e    0x8e
       143    0x04    0x00    0x8f    0x8f    0x8f
       144    0x04    0x00    0x90    0x90    0x90
       145    0x04    0x00    0x91    0x91    0x91
       146    0x04    0x00    0x92    0x92    0x92
       147    0x04    0x00    0x93    0x93    0x93
       148    0x04    0x00    0x94    0x94    0x94
       149    0x04    0x00    0x95    0x95    0x95
       150    0x04    0x00    0x96    0x96    0x96
       151    0x04    0x00    0x97    0x97    0x97
       152    0x04    0x00    0x98    0x98    0x98
       153    0x04    0x00    0x99    0x99    0x99
       154    0x04    0x00    0x9a    0x9a    0x9a
       155    0x04    0x00    0x9b    0x9b    0x9b
       156    0x04    0x00    0x9c    0x9c    0x9c
       157    0x04    0x00    0x9d    0x9d    0x9d
       158    0x04    0x00    0x9e    0x9e    0x9e
       159    0x04    0x00    0x9f    0x9f    0x9f
       160    0x04    0x00    0xa0    0xa0    0xa0
       161    0x04    0x00    0xa1    0xa1    0xa1
       162    0x04    0x00    0xa2    0xa2    0xa2
       163    0x04    0x00    0xa3    0xa3    0xa3
       164    0x04    0x00    0xa4    0xa4    0xa4
       165    0x04    0x00    0xa5    0xa5    0xa5
       166    0x04    0x00    0xa6    0xa6    0xa6
       167    0x04    0x00    0xa7    0xa7    0xa7
       168    0x04    0x00    0xa8    0xa8    0xa8
       169    0x04    0x00    0xa9    0xa9    0xa9
       170    0x04    0x00    0xaa    0xaa    0xaa
       171    0x04    0x00    0xab    0xab    0xab
       172    0x04    0x00    0xac    0xac    0xac
       173    0x04    0x00    0xad    0xad    0xad
       174    0x04    0x00    0xae    0xae    0xae
       175    0x04    0x00    0xaf    0xaf    0xaf
       176    0x04    0x00    0xb0    0xb0    0xb0
       177    0x04    0x00    0xb1    0xb1    0xb1
       178    0x04    0x00    0xb2    0xb2    0xb2
       179    0x04    0x00    0xb3    0xb3    0xb3
       180    0x04    0x00    0xb4    0xb4    0xb4
       181    0x04    0x00    0xb5    0xb5    0xb5
       182    0x04    0x00    0xb6    0xb6    0xb6
       183    0x04    0x00    0xb7    0xb7    0xb7
       184    0x04    0x00    0xb8    0xb8    0xb8
       185    0x04    0x00    0xb9    0xb9    0xb9
       186    0x04    0x00    0xba    0xba    0xba
       187    0x04    0x00    0xbb    0xbb    0xbb
       188    0x04    0x00    0xbc    0xbc    0xbc
       189    0x04    0x00    0xbd    0xbd    0xbd
       190    0x04    0x00    0xbe    0xbe    0xbe
       191    0x04    0x00    0xbf    0xbf    0xbf
       192    0x04    0x00    0xc0    0xc0    0xc0
       193    0x04    0x00    0xc1    0xc1    0xc1
       194    0x04    0x00    0xc2    0xc2    0xc2
       195    0x04    0x00    0xc3    0xc3    0xc3
       196    0x04    0x00    0xc4    0xc4    0xc4
       197    0x04    0x00    0xc5    0xc5    0xc5
       198    0x04    0x00    0xc6    0xc6    0xc6
       199    0x04    0x00    0xc7    0xc7    0xc7
       200    0x04    0x00    0xc8    0xc8    0xc8
       201    0x04    0x00    0xc9    0xc9    0xc9
       202    0x04    0x00    0xca    0xca    0xca
       203    0x04    0x00    0xcb    0xcb    0xcb
       204    0x04    0x00    0xcc    0xcc    0xcc
       205    0x04    0x00    0xcd    0xcd    0xcd
       206    0x04    0x00    0xce    0xce    0xce
       207    0x04    0x00    0xcf    0xcf    0xcf
       208    0x04    0x00    0xd0    0xd0    0xd0
       209    0x04    0x00    0xd1    0xd1    0xd1
       210    0x04    0x00    0xd2    0xd2    0xd2
       211    0x04    0x00    0xd3    0xd3    0xd3
       212    0x04    0x00    0xd4    0xd4    0xd4
       213    0x04    0x00    0xd5    0xd5    0xd5
       214    0x04    0x00    0xd6    0xd6    0xd6
       215    0x04    0x00    0xd7    0xd7    0xd7
       216    0x04    0x00    0xd8    0xd8    0xd8
       217    0x04    0x00    0xd9    0xd9    0xd9
       218    0x04    0x00    0xda    0xda    0xda
       219    0x04    0x00    0xdb    0xdb    0xdb
       220    0x04    0x00    0xdc    0xdc    0xdc
       221    0x04    0x00    0xdd    0xdd    0xdd
       222    0x04    0x00    0xde    0xde    0xde
       223    0x04    0x00    0xdf    0xdf    0xdf
       224    0x04    0x00    0xe0    0xe0    0xe0
       225    0x04    0x00    0xe1    0xe1    0xe1
       226    0x04    0x00    0xe2    0xe2    0xe2
       227    0x04    0x00    0xe3    0xe3    0xe3
       228    0x04    0x00    0xe4    0xe4    0xe4
       229    0x04    0x00    0xe5    0xe5    0xe5
       230    0x04    0x00    0xe6    0xe6    0xe6
       231    0x04    0x00    0xe7    0xe7    0xe7
       232    0x04    0x00    0xe8    0xe8    0xe8
